"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"20042006869","20037066318","11026462","","","2010-08-01 04:17:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@leetrout What's your email address? I'll send you an invite if you're quick."
"20040208400","","","","","2010-08-01 03:48:56 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Feeling a little fussy myself. http://flic.kr/p/8oodak"
"20028316145","20027740831","16728047","","","2010-08-01 00:29:23 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@CarlosNZ You're the first person to start the month, as far as I can tell.  Might hit some bugs on the way. Let me know!"
"20027386653","20027054720","16728047","","","2010-08-01 00:12:25 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@CarlosNZ Ah, crap. Okay, try it again now. I'm not positive I fixed it, so let me know."
"20026777220","20026517489","16728047","","","2010-08-01 00:00:57 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@CarlosNZ Did you already create an account?  What error are you getting?  Should be working..."
"20023481608","","","","","2010-07-31 22:59:13 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","If anyone thinks they can write 750 words a day in August, today's the day to sign up for the challenge! http://bit.ly/7A5slC"
"20011475466","20011424941","26166039","","","2010-07-31 18:51:34 +0000","web","@MeganWelling We're probably leaving in 20 minutes and then walking there. Assuming some delays, I'd say 1pm. :)"
"20011068240","20010860448","26166039","","","2010-07-31 18:44:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@MeganWelling We haven't gone yet, if you're still hungry.  @kellianne is busy being nostalgic over @nikobenson's too-small onesies."
"20009976460","","","20005731371","259","2010-07-31 18:23:21 +0000","web","RT @ian: I'm getting really excited for #healthmonth"
"19971578077","19967465239","379983","","","2010-07-31 05:55:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@dealingwith I love toast."
"19964315274","","","","","2010-07-31 03:52:50 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm About to massage this baby after the first no-crying bath time ever http://flic.kr/p/8o8FBV"
"19891188344","","","19876088682","13349","2010-07-30 07:01:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ryanchris: OH: ""That's the girl who Facedumped me."" I think this guy just coined a neologism for getting dumped on FB."
"19887615316","","","","","2010-07-30 05:47:48 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Totally forgot my 8:36pm. We were eating a delicious locavore dinner. http://flic.kr/p/8nXZtd"
"19879853046","19872493919","2854761","","","2010-07-30 03:34:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@galenward Cool, thanks! Do you want to try it out?"
"19869407491","19868902737","1239","","","2010-07-30 00:57:55 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@austin Thanks! Much more to do once the month starts!"
