"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"3681138417","","","","","2009-09-01 03:39:11 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Got mayoral rights back at Tavolata http://flic.kr/p/6UwXuz"
"3680343621","","","","","2009-09-01 02:56:30 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Seth Godin speaks for our lizard brain, ""How am I gonna survive? How am I gonna have kids? Get me out of here!"" http://bit.ly/w62JA"
"3672503575","","26166039","","","2009-08-31 20:01:36 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","@meganwelling I'm also considering enrolling in boot camp. That could be a fun challenge right? Or some kind of martial arts!"
"3672216404","3672128840","26166039","","","2009-08-31 19:46:18 +0000","web","@MeganWelling I think we need a new challenge! Maybe we should run the November 29th Seattle Marathon? Too soon? Too cold?"
"3672069749","","","","","2009-08-31 19:38:20 +0000","web","After my half-marathon I've sort of fallen off the exercise wagon. Trying to re-inspire myself now and see my gym is on Twitter (@sacdt)."
"3670442142","","","","","2009-08-31 18:08:48 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Bringing the weekly review back. RT @enjoymentland: Weekly review for week of August 24th, 2009 http://bit.ly/wTADJ"
"3659002466","","","","","2009-08-31 03:50:28 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Shopping at Whole Foods while lost in a daze of work brain puzzles http://flic.kr/p/6Udxtp"
"3640301925","","","","","2009-08-30 05:30:37 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Was watching Funny People which was actually pretty good! http://flic.kr/p/6TUthK"
"3598793323","","","","","2009-08-28 08:06:59 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","The merry tandem bicyclers plot their route home http://flic.kr/p/6TuFmG"
"3596490861","","","","","2009-08-28 04:48:16 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Tiffany and Nat are in town http://flic.kr/p/6TpcGT"
"3586717014","","","","","2009-08-27 20:14:02 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Happy Easter! RT @arainert Get your iPhone augmented reality on early with easter egg in newest version of Yelp app. http://bit.ly/6e7RP"
"3586522669","3586440291","8710082","","","2009-08-27 20:04:17 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@matthickey Potential for best Hump Film submission ever perhaps?"
"3586481775","","","","","2009-08-27 20:02:14 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","Being handy is a state of mind. One I usually try to avoid. http://flic.kr/p/6TimfH"
"3585819484","","","","","2009-08-27 19:26:35 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","Windows are done but a cord in the blinds is all tangled up. Fixing tips? http://flic.kr/p/6ThTaZ"
"3584516238","","","","","2009-08-27 18:18:38 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","RT @DAVID_LYNCH You have control over action alone, never its fruits. Live not for the fruits of action, nor attach yourself to inaction."
"3572051175","","","","","2009-08-27 03:39:32 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Among other things, added Twitter notifications to TrackYourHappiness.org http://flic.kr/p/6TcLy5"
"3549831756","","","","","2009-08-26 03:41:02 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm One drink an hour is difficult at the Zig Zag http://flic.kr/p/6SSrpa"
"3527656853","","","","","2009-08-25 03:38:47 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Dinner with Vainiacs at Ohana http://flic.kr/p/6SDPBm"
"3517668720","","","","","2009-08-24 18:31:10 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","I love these Mr. Jones watches... @cjlikearockstar, he's your watch-making counterpart http://bit.ly/2DtRsS"
"3517072259","","","","","2009-08-24 17:59:04 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","My last week in review, via the evolving standards project http://bit.ly/Lbrm5"
"3508238814","3507957950","7943892","","","2009-08-24 06:51:47 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@ingopixel I can't believe you left your Sidekick's tactile keyboard high and dry! Why the change of heart?"
