"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"9785202385616896","9784457590476800","26166039","","","2010-12-01 01:45:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@MeganWelling I hope you didn't LIE to them."
"9762799936872448","","","29396149398","15509954","2010-12-01 00:16:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NathanLands: Is the main driving force behind Gamification the same as early days Facebook, status?  Or is it much more than that? h ..."
"9747145615740928","9746715326291968","16366882","","","2010-11-30 23:14:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@zombielolita It's true. There's a study for every opinion. Someone should tell scientists to only publish studies that are true. :)"
"9741770174767105","9737115667533825","11828202","","","2010-11-30 22:53:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@Nedra Would it concern you at all to learn that the supplements might be damaging your kidney and heart?"
"9741620194836481","9741341495922688","16644937","","","2010-11-30 22:52:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@the_april Yes, but what if someone told you that the supplements were causing harm to your kidney and heart as a side-effect?"
"9731958133227521","","","","","2010-11-30 22:14:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","For reference, my Vitamin D level is at 23, and normal levels should be at 50+."
"9731036585922560","","","","","2010-11-30 22:10:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Should I be worried that my doctor has told me to take 6,000 IUs of Vitamin D a day? http://bit.ly/gh0NFd"
"9724441852379136","9723473660223488","22118364","","","2010-11-30 21:44:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@allenmmurray I'm always game for lunch. As long as I get points for socializing and eating tasty things. Just kidding! But yes, name a day!"
"9723123586830336","9722175959339010","22118364","","","2010-11-30 21:39:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@allenmmurray It's definitely possible. For the full argument, come to my Ignite talk on the 7th. Then tell me if I'm doing it wrong. :)"
"9719837769076736","9718700366102528","25554248","","","2010-11-30 21:26:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@nessahernandez Thank you! I love that other people find it useful..."
"9714734966247424","9713839301992449","48405648","","","2010-11-30 21:05:47 +0000","web","@cherylives Hm... I made that one custom for Reverb 10. What are you building that needs a form like that?"
"9700326013669376","9698876751613952","91932008","","","2010-11-30 20:08:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@mKarolyn It just takes a couple hours to be given out. You should be getting one shortly."
"9700076351913984","","","","","2010-11-30 20:07:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Those of us who are trying to ""gamify life"" are trying to bring these safe, powerful emotions back into the context of our daily living."
"9699944583659520","","","","","2010-11-30 20:07:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","We like games because they help us experience powerful emotions in a safe context."
"9692277186236416","","","","","2010-11-30 19:36:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","GRRRRRRRRRRRRRRRR! RT @djacobs: @busterbenson let the hate flow through you."
