"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"1264533361","","","","","2009-03-01 05:04:29 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","The alter. The anticipation! http://twitpic.com/1rnef"
"1264485057","","","","","2009-03-01 04:44:02 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","8:36pm Headed to Kindra's wedding!: http://tinyurl.com/ajeuwp"
"1263657713","","17143213","","","2009-02-28 23:32:30 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","@birdfeedapp How do I get on that beta testers list?"
"1263191533","","","","","2009-02-28 20:49:30 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","My clam chowder was a hit! @dkr and @sourjayne's poached salmon up next. Wine and delicious food at noon is fun!"
"1262606400","","16400277","","","2009-02-28 17:32:20 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@kindrameyer It's your big day! Can't wait to see you! Deep breaths..."
"1262580750","","","","","2009-02-28 17:23:52 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Heading to an early-morning cooking class with @dkr and @sourjayne. None of us can cook! .........yet."
"1261104667","","","","","2009-02-28 04:39:35 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","8:36pm Eating quickly before heading to Russell and Lia's! http://tinyurl.com/c4odv8"
"1260359892","","","","","2009-02-28 00:07:08 +0000","web","I thought working on the wedding album would be a good form of stress-reduction, but Blurb just continues to frustrate with slowness!"
"1255966537","","22031569","","","2009-02-26 23:58:21 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@mishymisu Hi! Welcome!"
"1252459984","","","","","2009-02-26 04:55:36 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","8:36pm Moby Dick play with @Kellianne and @CarinnaTarvin. Intermission!: http://tinyurl.com/cmfl8e"
