"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"488343","","","","","2006-11-30 18:53:27 +0000","web","daydreaming about a weird conglomerate of personality test, online dating profile, aptitude test, and new years resolution tool."
"468043","","","","","2006-11-30 06:57:34 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","I'm snow twittering. Okay, I'm drunk too"
"261623","","","","","2006-11-26 17:47:25 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","That was easy."
"260153","","","","","2006-11-26 17:11:09 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Mile 10, 95.15. Can't feel legs"
"258623","","","","","2006-11-26 16:37:24 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Mile 7, lost my pacer. Cheers"
"257383","","","","","2006-11-26 15:59:59 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Mile 3 was 26:50. "
"256453","","","","","2006-11-26 15:23:01 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Half-marathon start line. It's cold and raining. It's be live twitering. Good morning!"
"244403","","","","","2006-11-26 05:59:07 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","If I die tomorrow, Maggie can have all my things. First text message will?"
"237033","","","","","2006-11-26 00:03:30 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Registering for the half-marathon tomorrow. Forecast: snow!"
"205933","","","","","2006-11-24 23:36:55 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Turquoise is in! Chandeliers, Eames bench and fornica table for McLeod. Buy everything day!"
"109443","","","","","2006-11-22 18:53:07 +0000","web","McLeod site plan is almost complete... city permits will be easier than we thought!"
"79992","","","","","2006-11-21 17:24:29 +0000","im","IN: biggest day ever prediction at the co-op"
"78426","","","","","2006-11-21 04:18:06 +0000","im","i ran for the first time in three weeks just now... half-marathon is this Sunday"
"55017","","","","","2006-11-02 22:02:24 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","McLeod party tonight at McLeod! 8pm. Champagne and gummy sharks."
