"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"11404574103","","","","","2010-04-01 03:39:06 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Turning off Kellianne's sad abandoned-for-upgrade iPhone while messing with Sopor http://flic.kr/p/7PUoQn"
"11401732296","11401399960","25993","","","2010-04-01 02:39:18 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@jcroft Yeah, you're right. Not too difficult. It'll just take some time. Let me know when it's up. Your jeffcroft.com site is awesome, btw!"
"11401665426","11401428763","2915391","","","2010-04-01 02:37:51 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@michaelbkim Yeah, I got a free account and posted a question on their boards.  We'll see... but I think you're right.  Sad. :("
"11401332608","11401076871","25993","","","2010-04-01 02:30:51 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@jcroft Ooh, where!  Can I see it?"
"11400477481","11400291155","2915391","","","2010-04-01 02:13:00 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@michaelbkim I have. I have an account, and can't figure it out. How do I get my location streams from them?"
"11400444140","","","","","2010-04-01 02:12:18 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","A bit more about what I think could be a really neat idea. Personal footstreams: http://bit.ly/934olL"
"11399676250","11399376199","823525","","","2010-04-01 01:56:37 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@ninavizz I'm not there, but all the where-related chat has got me thinking about it. I want a personal location aggregator. Know of one?"
"11399565460","","2015","","","2010-04-01 01:54:19 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","@joshc Apple Stores can fix screens for less than the cost of a new one. @ingopixel may know another place too."
"11399319120","","","","","2010-04-01 01:49:11 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Has anyone heard of any location aggregators, collecting all my lat/longs from @Twitter, @Foursquare, @Flickr, etc.  Tracing paths on a map?"
"11398852608","","14066223","","","2010-04-01 01:39:24 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@totspot Any hints on what you're working on? I'm expecting a son in May, and like what you guys are doing."
"11397827518","11394697804","30495974","","","2010-04-01 01:18:07 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@berkun Cool! Let me know how it works for you. I'm always open to new ideas! And good luck!"
"11393342217","11393114236","128375612","","","2010-03-31 23:39:09 +0000","web","@CMaberly Point, schmoint! It's just for fun. Speaking of fun, it just got 10x more so with you and @Brrrandon9 here.  Welcome!"
"11352794610","","","","","2010-03-31 06:06:22 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm So late! All distracted by birth class and baby set up and dishes and baby sleep philosophy. http://flic.kr/p/7PKt1Y"
"11288721275","","","","","2010-03-30 03:38:27 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Sushi at Shiro's for Kathy's last night in Seattle http://flic.kr/p/7Puc5S"
"11266248518","","","","","2010-03-29 19:37:04 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Holy moley, over 1,000 people have signed up for the April Challenge over at 750 Words: http://750words.com/one_month/accept"
"11265272175","","","","","2010-03-29 19:14:37 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","Thank you everyone who came to our baby shower yesterday! Our son is going to have the most amazing extended family. http://flic.kr/p/7PiGNT"
"11234145162","11230026451","958581","","","2010-03-29 05:20:03 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@rdicker Can't wait to hear these iPhone app ideas. Especially if becoming rich is involved. Is this related to you losing your Lost bet?"
"11233909057","11231979720","14255630","","","2010-03-29 05:13:19 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@alexmangarin I can help you retieve your lost posts! They are most likely on seperate accounts. Try logging in with various methods!"
"11230290618","","","","","2010-03-29 03:42:58 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Loveliest wife. Enjoying happy hour at Waterfront with the remaining baby showerers. A great day! http://flic.kr/p/7Pd7N3"
"11206856303","","","","","2010-03-28 18:38:52 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Fresh Pots!!! RT @leelefever: Dave Grohl has a serious coffee problem. Video: http://bit.ly/bwzrMO"
"11185814028","11180561141","26166039","","","2010-03-28 08:06:06 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@MeganWelling Didn't realize it til just now but I GRAVITATED to that hat and have it now!"
"11177218009","","","","","2010-03-28 03:40:06 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Dinner at Tango with KA's mom and the Dickers! http://flic.kr/p/7NQWhR"
"11152144047","","","","","2010-03-27 16:50:47 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","34 weeks! And one day til baby shower! And only one week til the iPad! And today, first day of the Tulip Festival! And sunny! High five!"
"11149861112","","","","","2010-03-27 16:00:16 +0000","<a href=""http://www.withings.com"" rel=""nofollow"">WiTwit</a>","My weight: 172.8 lb. Weekly weigh in. http://withings.com"
"11126469865","","","","","2010-03-27 03:38:49 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Working on a fun little Locavore side project. Loving Google's new map API. http://flic.kr/p/7NBxCa"
"11102288036","11102089863","13448172","","","2010-03-26 18:02:25 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@rachelannyes No, but that's awesome!  Thanks for sending it to me!"
"11101871099","11096676167","12658052","","","2010-03-26 17:53:12 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@mayavenkatraman Thank you for the kind review!"
"11078080670","11072364164","18064651","","","2010-03-26 07:17:06 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@delboy1203 What's going on with 750words? Let me know your operating system and browser version and if it's still happening."
"11070877224","","","","","2010-03-26 03:38:45 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Cursing the cold rain as I find my ZipCar to pick up @kellianne's mom http://flic.kr/p/7NtUW5"
"11065461872","11065162212","2015","","","2010-03-26 01:41:39 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@joshc I got a 35mm 1.8 today, which I think is a prime lens, right? If so, I lucked out! If not... what's a prime lens?"
"11063708338","11063483623","15662533","","","2010-03-26 01:05:04 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@benguthrie Cool tip, thanks!  I just got a 1.8 35mm today, so that fits right into my goals and I didn't even know it."
"11063338540","","","","","2010-03-26 00:57:34 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Hunch tells me what my Twitter followers are like. Looks like you're all affectionate, gluttonous, hipsters http://bit.ly/c666bA"
"11062844055","11062562261","18166976","","","2010-03-26 00:46:54 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@atownsend0824 Just wait til we have a baby to take pictures of.  :)"
"11062524200","11062364883","18166976","","","2010-03-26 00:40:01 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@atownsend0824 Awesome! Let's learn how to be photographamers!"
"11062300078","","","","","2010-03-26 00:35:10 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","10 years after everyone else, I finally have a DSLR.  Oddly, the impulse to be a ""real"" photographer struck me. Any newbie tips? #fb"
